genre,zcr,spectral_c,rolloff,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
blues,40731,1451.6670658428156,2954.836759987674,-179.34713745117188,136.46900939941406,-26.673137664794922,39.984249114990234,5.304416179656982,10.928611755371094,-20.56482696533203,8.511157035827637,-11.35724925994873,-3.46834659576416,-8.419937133789062,-6.9497151374816895,-3.5391387939453125,-8.041617393493652,-8.960675239562988,-8.4260835647583,-10.568936347961426,-10.784514427185059,-4.690677642822266,-8.630722045898438
blues,37140,1530.1766787460795,3550.5220984084976,-207.50169372558594,123.99126434326172,8.955126762390137,35.87765121459961,2.9073195457458496,21.510465621948242,-8.560436248779297,23.370685577392578,-10.099660873413086,11.900497436523438,-5.555639266967773,5.3763275146484375,-2.231760263442993,4.22014045715332,-6.012148380279541,0.9279974699020386,-0.731124758720398,0.29507312178611755,-0.2835182249546051,0.5312156081199646
blues,50564,1552.811864761004,3042.2602323810906,-90.72259521484375,140.44630432128906,-29.093889236450195,31.68433380126953,-13.984503746032715,25.764741897583008,-13.664875030517578,11.639933586120605,-11.783641815185547,9.71876049041748,-13.133803367614746,5.791199207305908,-8.907628059387207,-1.0770002603530884,-9.229273796081543,2.4516892433166504,-7.729092597961426,-1.8164069652557373,-3.439720392227173,-2.2312588691711426
blues,22078,1070.1066149971296,2184.7457991951856,-199.54420471191406,150.09091186523438,5.662678241729736,26.859079360961914,1.7713992595672607,14.234030723571777,-4.832006454467773,9.286495208740234,-0.7591865062713623,8.137606620788574,-3.200653076171875,6.079319000244141,-2.4801738262176514,-1.0793046951293945,-2.87078857421875,0.7808734178543091,-3.319596529006958,0.636965274810791,-0.6191211938858032,-3.4074485301971436
blues,55032,1784.1658495387549,3805.8396058403423,-113.57064819335938,121.57179260253906,-19.168142318725586,42.36642074584961,-6.364664077758789,18.623498916625977,-13.704891204833984,15.34315013885498,-12.274109840393066,10.976572036743164,-8.326573371887207,8.803792953491211,-3.672300100326538,5.747994899749756,-5.162881851196289,0.7527398467063904,-1.6902148723602295,-0.4089789390563965,-2.3035225868225098,1.221290111541748
blues,62327,1831.993939606849,3481.5175917198376,-177.7742462158203,118.20548248291016,-17.565879821777344,30.762401580810547,-21.747838973999023,11.920992851257324,-20.730993270874023,3.186577796936035,-8.586038589477539,-0.9328521490097046,-11.77243423461914,-2.405832290649414,-9.34366512298584,-9.936209678649902,-3.9039947986602783,-5.576590061187744,-1.838262915611267,-2.783799409866333,-3.0479090213775635,-8.109991073608398
blues,48430,1459.366471695765,2795.610963330191,-190.0523681640625,130.28907775878906,-36.36953353881836,33.02903366088867,11.108782768249512,-0.6055837273597717,-20.871854782104492,0.27302470803260803,-6.486140251159668,-5.516767501831055,-7.839751720428467,-3.128591775894165,-6.596197128295898,-9.95037841796875,-6.535177230834961,-10.0680513381958,-10.913175582885742,-6.9713358879089355,-3.436504602432251,-6.483465671539307
blues,67226,1835.004265512071,3579.757626703886,-160.33770751953125,126.21963500976562,-35.58781051635742,22.1480712890625,-32.47860336303711,10.852293968200684,-23.352331161499023,0.4984334707260132,-11.793437004089355,1.2072550058364868,-13.088418006896973,-2.8138670921325684,-6.933385372161865,-7.552725315093994,-9.164666175842285,-4.520575523376465,-5.454033851623535,-0.9168736338615417,-4.4048261642456055,-11.70323371887207
blues,42214,1420.3651651340074,2929.964494815835,-238.51553344726562,120.11017608642578,-4.229358673095703,42.29069900512695,5.928563117980957,13.917267799377441,5.35786771774292,1.8955572843551636,-16.936677932739258,12.350621223449707,3.9459800720214844,-1.3935847282409668,0.01928524486720562,3.5883965492248535,-4.50091028213501,-5.540557861328125,-6.887469291687012,-4.823251247406006,1.7473667860031128,-1.8821969032287598
blues,42435,1719.3689480431458,3782.316288428074,-121.36394500732422,122.50666809082031,-14.738195419311523,46.131065368652344,-8.181879043579102,20.18296241760254,-19.173377990722656,23.039138793945312,-11.838223457336426,21.15999984741211,-6.7183661460876465,6.992542266845703,-12.730595588684082,5.061324596405029,-5.18321418762207,-1.4525597095489502,-7.0418243408203125,2.6952481269836426,3.4123053550720215,-2.7156927585601807
blues,34067,1324.2932181481012,2710.269200442285,-209.82615661621094,124.46321868896484,10.342453956604004,47.01091384887695,6.508125305175781,15.410517692565918,-2.0051074028015137,6.706565856933594,-21.557632446289062,10.718406677246094,-5.523688316345215,-2.19980525970459,-3.0348644256591797,8.644536972045898,-0.3037208616733551,-0.6379485726356506,-2.9384267330169678,-1.7045164108276367,-1.7681889533996582,-7.762180805206299
blues,39029,1195.4703757774462,2235.264725474913,-236.65675354003906,138.4092559814453,-4.912910461425781,47.62917709350586,5.184200763702393,8.876614570617676,0.5138149261474609,-3.804673910140991,-14.988870620727539,10.417068481445312,-0.33363795280456543,0.7759847640991211,1.7773184776306152,4.232987403869629,-0.46784156560897827,-6.105214595794678,-5.390519142150879,-1.3412131071090698,-3.7230188846588135,-4.364777565002441
blues,45789,1360.6411972395072,2738.6387375833815,-207.2233123779297,132.83055114746094,-15.42884349822998,60.97093200683594,0.7298721671104431,12.437646865844727,1.1827994585037231,-1.5466232299804688,-17.87943458557129,8.352728843688965,-2.458160877227783,-0.603384792804718,0.3859608471393585,2.599546432495117,-5.179266929626465,-9.523479461669922,-9.24283504486084,-2.855027675628662,-1.4271619319915771,-5.931978225708008
blues,40657,1454.9639409753458,3009.460817412268,-233.75909423828125,120.67514038085938,-3.1748058795928955,39.51848220825195,3.8183367252349854,18.837142944335938,-3.6778173446655273,4.433138370513916,-14.965526580810547,17.578216552734375,1.841871976852417,2.549422025680542,-1.2331676483154297,8.439485549926758,-0.20189791917800903,-3.8945016860961914,-4.456850051879883,0.009554126299917698,1.293030858039856,-2.0980818271636963
blues,31736,1046.5500105240208,1830.330592463022,-264.7225646972656,138.86843872070312,11.194063186645508,48.5042610168457,14.930756568908691,20.580284118652344,3.2070086002349854,1.2489558458328247,-15.846456527709961,15.978459358215332,3.3691329956054688,-1.5108064413070679,1.9059252738952637,6.328380107879639,-0.9933916926383972,-2.419452428817749,-3.6802151203155518,0.4915006756782532,5.041453838348389,-0.7768498063087463
blues,34865,1390.3015575567936,3006.1717163935614,-230.35765075683594,127.07833099365234,7.123446464538574,39.774898529052734,1.9210493564605713,17.411779403686523,-5.619414806365967,8.249394416809082,-18.11688804626465,13.835063934326172,-3.7699320316314697,2.57201886177063,-4.318345546722412,6.806375503540039,-6.167102336883545,-6.198749542236328,-4.500183582305908,-1.8223381042480469,-0.5171000957489014,1.5099173784255981
blues,29109,1352.6596654421637,2880.7778626196346,-287.9237365722656,124.01875305175781,5.469892501831055,33.65740966796875,1.0954973697662354,14.705334663391113,-4.877008438110352,8.670524597167969,0.7854052186012268,6.579526901245117,-4.874973773956299,-3.1782238483428955,-5.536157608032227,-6.784435749053955,-2.64815616607666,-2.9945592880249023,-3.3868181705474854,-1.852647304534912,1.8399630784988403,-4.890803337097168
blues,52454,1817.150863125721,3943.490565182715,-213.239990234375,115.16560363769531,-11.69343090057373,39.01427459716797,-20.341278076171875,13.077605247497559,-9.173519134521484,9.011446952819824,-14.10063362121582,4.265941143035889,-6.046167373657227,3.7822070121765137,0.2217993438243866,-5.109399318695068,-0.4102303683757782,-1.1799209117889404,-1.916804552078247,-2.292660713195801,2.881967067718506,-4.235203742980957
blues,41721,1409.9552556449528,2765.9008052675463,-173.79249572753906,137.18670654296875,-23.72404670715332,26.978429794311523,-16.657691955566406,4.180879592895508,-12.559927940368652,5.83218240737915,-2.8743178844451904,-1.197420358657837,-1.954834222793579,1.8015000820159912,-2.989647150039673,-1.8666563034057617,-0.7927427291870117,-3.0159666538238525,-0.4400536119937897,-1.9945510625839233,-0.74847012758255,-4.991313934326172
blues,32027,1088.8442297527454,2134.9929420134863,-245.69937133789062,140.4910888671875,-2.7897541522979736,60.431434631347656,18.919052124023438,9.829608917236328,3.559145927429199,0.5153716206550598,-16.38768196105957,6.627509117126465,7.259214401245117,-4.014427185058594,1.6021209955215454,5.895009517669678,-3.0214695930480957,-4.7736687660217285,-3.030989170074463,-1.994087815284729,-0.04675361514091492,-3.9712283611297607
blues,29849,1171.8482269140313,2344.2463815073957,-305.65472412109375,113.08634185791016,12.11442756652832,45.03371047973633,17.76282501220703,14.573328971862793,4.159429550170898,0.21354468166828156,-7.026994705200195,13.641990661621094,8.929174423217773,1.3030064105987549,5.961251258850098,8.549222946166992,1.1246063709259033,0.6026932597160339,0.05486295744776726,-3.7222650051116943,-0.9949695467948914,-1.8002891540527344
blues,37202,1537.5876985238385,3495.51500643489,-252.49301147460938,104.9371109008789,15.33231258392334,42.666969299316406,6.783058166503906,21.605682373046875,-1.29784095287323,5.675407886505127,-16.63263511657715,12.173101425170898,-1.9472849369049072,1.950844407081604,-0.8903191089630127,7.770523548126221,2.3802430629730225,1.7754054069519043,1.325362205505371,3.609511613845825,4.90769100189209,-2.6554596424102783
blues,30103,1506.8728757224978,3404.1862470091355,-171.7732696533203,120.2935791015625,15.340433120727539,21.107595443725586,-5.385007858276367,24.195363998413086,-24.13754653930664,18.54475212097168,-22.348501205444336,1.3194950819015503,-20.763225555419922,-4.9818878173828125,-17.10808753967285,-7.879305839538574,-15.30016803741455,-9.343680381774902,-8.911591529846191,-8.512011528015137,-14.32995891571045,-19.929636001586914
blues,48022,1391.841952007111,2811.698414388776,-228.16709899902344,130.33966064453125,-23.31070899963379,70.2002182006836,1.1293262243270874,7.589114189147949,0.9033958315849304,1.9944432973861694,-6.158844470977783,-9.380717277526855,-2.56357479095459,-4.521847724914551,-0.2699863910675049,0.17045113444328308,-1.5287303924560547,1.4676870107650757,-6.980843544006348,-8.324485778808594,4.240888595581055,0.991737425327301
blues,34257,1109.3527843880802,2243.3417583562937,-249.28456115722656,131.0046844482422,0.6714351773262024,66.70394134521484,17.91480255126953,4.6216864585876465,6.613105297088623,1.2425212860107422,1.4125672578811646,-1.5898085832595825,-0.9819214940071106,-3.5757904052734375,-2.926955461502075,4.600675106048584,7.4806060791015625,-0.18753190338611603,-2.8234689235687256,-2.6753804683685303,0.7406136989593506,-0.530983030796051
blues,26106,1309.3824080697555,2763.1862560723607,-288.715087890625,105.92634582519531,18.819950103759766,23.674461364746094,5.700168132781982,25.559085845947266,-13.450493812561035,12.429512023925781,-11.961186408996582,1.589507818222046,-15.623069763183594,-6.638755798339844,-11.68578815460205,-2.9357659816741943,-7.3784260749816895,-15.693845748901367,-10.957293510437012,-10.879778861999512,-18.501955032348633,-19.117843627929688
blues,28463,1330.7156174639015,2898.7888132613107,-221.84349060058594,110.85242462158203,18.637550354003906,30.928430557250977,3.2962281703948975,22.589956283569336,-20.40655517578125,12.122968673706055,-26.33045768737793,-4.35413122177124,-26.383853912353516,-13.032196044921875,-12.655036926269531,-1.8158433437347412,-7.2590012550354,-6.660985469818115,-14.688092231750488,-11.713448524475098,-11.024651527404785,-13.389859199523926
blues,35042,1648.8351694525165,3759.8921136347158,-233.71510314941406,101.19902038574219,17.65089988708496,23.740636825561523,2.079885244369507,25.938901901245117,-16.969043731689453,15.079568862915039,-22.27737808227539,4.385385513305664,-23.197580337524414,-6.036645412445068,-5.057098388671875,1.0690374374389648,-5.778514385223389,-8.310134887695312,-11.384391784667969,-6.723499298095703,-10.013582229614258,-14.026129722595215
blues,27823,1430.4924328152892,3245.4683874709976,-238.95120239257812,108.70543670654297,34.14584732055664,30.211149215698242,-0.5025821924209595,27.292957305908203,-21.39948272705078,14.171862602233887,-24.512310028076172,-1.884265661239624,-28.0575008392334,-11.255746841430664,-16.4643611907959,-7.640693187713623,-12.784872055053711,-15.352468490600586,-13.74590015411377,-7.408485412597656,-10.078315734863281,-13.290935516357422
blues,30295,1537.098020551203,3602.423279799884,-217.15489196777344,105.78446197509766,15.6065092086792,25.25981903076172,-1.4457653760910034,30.199512481689453,-17.717384338378906,17.318798065185547,-27.21879768371582,4.336658477783203,-20.06199836730957,-10.700785636901855,-14.232641220092773,-5.156591892242432,-3.4814634323120117,-6.189352512359619,-15.322094917297363,-6.832313537597656,-9.825187683105469,-13.940664291381836
blues,31325,1120.019466933193,2323.820647839327,-274.3658142089844,130.4112548828125,-6.351285934448242,70.40299224853516,13.26972770690918,9.473775863647461,7.735329627990723,-1.2349663972854614,-0.5723899602890015,-2.3033547401428223,3.7735159397125244,0.07561245560646057,-0.9389716386795044,2.2962255477905273,4.294117450714111,-1.6612143516540527,-10.439424514770508,-6.793103218078613,-1.0657777786254883,-1.5838868618011475
blues,31835,1115.728201941125,2290.6465251595127,-248.96224975585938,139.03176879882812,-16.24002456665039,57.11619567871094,20.19236183166504,10.160372734069824,4.576075553894043,0.33792436122894287,-7.8628249168396,-3.4702460765838623,-2.64882493019104,-2.842670440673828,-0.8947747945785522,-2.413379669189453,2.5705974102020264,-5.87100076675415,-12.412887573242188,-7.302001953125,-0.9235852956771851,-2.6985795497894287
blues,38800,1155.781220867789,2169.033055847593,-233.9562530517578,136.1457061767578,3.324410915374756,48.928531646728516,8.71544361114502,13.966021537780762,5.366596698760986,0.39953961968421936,-13.469852447509766,16.877717971801758,5.1480913162231445,-2.2498209476470947,3.9479076862335205,5.316488265991211,0.8105589747428894,-1.1070810556411743,-4.5564799308776855,-2.4307844638824463,3.3248355388641357,-0.6024473905563354
blues,34438,1198.4590845429227,2477.275945747535,-284.848388671875,108.74954986572266,9.129682540893555,51.25131607055664,18.123716354370117,7.632777690887451,8.775374412536621,2.3653817176818848,0.019260957837104797,2.2369275093078613,4.190629005432129,-3.3045809268951416,1.6140482425689697,2.691864252090454,3.3761284351348877,3.292785882949829,-4.5244832038879395,0.4967205226421356,5.921975135803223,3.2145397663116455
blues,34770,1209.9878628924062,2521.741260785238,-227.225341796875,137.78807067871094,-14.499567985534668,63.56092834472656,5.617668151855469,11.958148956298828,1.9079686403274536,-1.8893868923187256,-7.604216575622559,-2.4732885360717773,-2.891010284423828,-9.433392524719238,-10.929217338562012,3.5694756507873535,4.149800777435303,0.08880908042192459,-2.985964775085449,-1.3861687183380127,7.541378021240234,-3.0357229709625244
blues,26087,1379.1893819362376,3016.513649216937,-206.9381103515625,117.79183959960938,23.264991760253906,28.300046920776367,-1.102283239364624,18.867183685302734,-21.97161102294922,17.848024368286133,-25.590238571166992,2.135104179382324,-17.77729606628418,-8.010591506958008,-17.620141983032227,-8.120075225830078,-8.628885269165039,-15.540494918823242,-15.332040786743164,-9.656509399414062,-10.089768409729004,-17.826879501342773
blues,49913,2013.0116652479721,4848.826029129205,-149.94027709960938,93.65088653564453,6.355070114135742,71.50347137451172,-8.12153148651123,36.191162109375,-9.775336265563965,17.647842407226562,-21.107519149780273,-0.13968175649642944,-22.2019100189209,5.4219465255737305,-7.4585795402526855,-4.332862854003906,-12.399405479431152,9.621232986450195,-5.017019748687744,-3.706169605255127,2.344435691833496,4.160647392272949
blues,67763,2390.39009977241,5403.435075587297,-107.1702651977539,88.48818969726562,-4.169412136077881,55.477718353271484,-8.013871192932129,38.4151611328125,-6.410024642944336,28.572668075561523,-19.82160758972168,13.23808765411377,-19.25309944152832,12.07236099243164,-4.578393936157227,3.786518096923828,-16.98638343811035,11.620651245117188,-7.359708786010742,-3.6660609245300293,-7.176576614379883,1.9754492044448853
blues,23406,1151.0089925770378,2311.446966538573,-301.7304992675781,111.54287719726562,21.90022850036621,16.151121139526367,8.20067310333252,22.084373474121094,-8.597672462463379,1.4887747764587402,-17.071401596069336,-8.334585189819336,-17.008359909057617,-10.573770523071289,-15.67957592010498,-12.594489097595215,-12.256568908691406,-14.560317039489746,-10.100235939025879,-5.785847187042236,-7.768403053283691,-7.180643558502197
blues,38758,1913.0115998173114,4777.823081315255,-182.5737762451172,90.66756439208984,14.124545097351074,67.54923248291016,2.678699493408203,38.42982482910156,-8.410714149475098,24.12955093383789,-13.789952278137207,4.833089828491211,-16.68522834777832,5.817601680755615,-5.1466965675354,0.1942666620016098,-14.485502243041992,6.864089488983154,-4.439797401428223,-2.9864416122436523,-4.814492225646973,5.405974388122559
blues,26479,1318.1914651872382,3044.8831863580335,-256.01666259765625,110.8558578491211,21.525787353515625,67.54190063476562,4.30601167678833,43.08662796020508,-4.4948859214782715,10.416362762451172,-8.694551467895508,1.6574183702468872,-20.58704948425293,-2.451857328414917,-7.1194586753845215,-11.165334701538086,-12.611129760742188,2.726515769958496,-8.95150375366211,-7.93970251083374,-2.3386130332946777,-0.7058655023574829
blues,29407,1514.1006734453892,3451.915682551479,-192.65745544433594,111.15711975097656,21.361005783081055,26.399404525756836,-0.6443476676940918,23.491514205932617,-25.469894409179688,16.923105239868164,-16.975650787353516,5.775643348693848,-25.738422393798828,-5.051983833312988,-17.62748908996582,-7.916775226593018,-15.155121803283691,-12.356138229370117,-17.23472785949707,-7.778677463531494,-13.030936241149902,-17.931169509887695
blues,64829,2301.609667012493,5187.578453541908,-159.55165100097656,69.79762268066406,-4.398991584777832,76.8465805053711,3.9188268184661865,45.17317199707031,-4.855005741119385,32.20482635498047,-9.796014785766602,7.812651634216309,-21.82110595703125,9.690987586975098,-2.5877130031585693,3.3055787086486816,-14.968878746032715,10.235481262207031,-4.0784125328063965,-5.850137233734131,-2.47792649269104,6.646698951721191
blues,65444,2148.1976094245806,4672.197141005656,-106.35535430908203,102.65629577636719,-20.146087646484375,59.348873138427734,-9.948382377624512,33.6873893737793,-14.171320915222168,23.521472930908203,-13.31356143951416,15.990456581115723,-18.92352867126465,7.813086032867432,-7.785444736480713,4.038029670715332,-11.343647003173828,2.0602059364318848,-5.731268405914307,0.47028273344039917,-1.9038106203079224,-3.13163161277771
blues,61300,2278.9612516967195,5198.59486024507,-109.51258850097656,86.9213638305664,-8.59419059753418,64.48953247070312,-6.30150842666626,43.643489837646484,-8.29083251953125,28.54578399658203,-14.082674980163574,8.128630638122559,-21.48808479309082,11.088338851928711,-5.0916852951049805,3.976497173309326,-12.861213684082031,12.336755752563477,0.02051692269742489,-0.7430938482284546,-5.1309590339660645,3.297938346862793
blues,64747,2272.4395473323143,5108.215360353828,-110.24799346923828,90.70293426513672,-2.5257561206817627,74.05793762207031,-11.753321647644043,39.20773696899414,-13.160562515258789,20.54209327697754,-17.153087615966797,12.81263256072998,-21.430072784423828,5.9520039558410645,-8.023324012756348,4.232331275939941,-16.48160743713379,6.544708728790283,-5.692046165466309,-3.6433489322662354,-4.852753639221191,1.8532261848449707
blues,31932,1188.3081417864564,2339.291912884281,-328.5606994628906,102.728515625,19.836584091186523,26.706012725830078,7.145409107208252,22.727981567382812,-6.951726913452148,12.816983222961426,-10.727912902832031,-0.42469412088394165,-12.378795623779297,-8.898336410522461,-9.208456993103027,-9.089532852172852,-8.994874000549316,-7.657883644104004,-7.211292266845703,-9.397146224975586,-4.4756693840026855,-3.6794352531433105
blues,57782,2155.8796287547634,5011.574078270011,-109.10599517822266,100.60877227783203,-8.656534194946289,47.35041427612305,-6.558297634124756,39.607635498046875,-8.515619277954102,29.5655460357666,-16.585535049438477,13.163908004760742,-24.209253311157227,6.576562881469727,-8.647177696228027,4.9274163246154785,-15.434491157531738,1.533799648284912,-6.748966217041016,1.4113467931747437,-3.9694719314575195,3.283832550048828
blues,24464,1247.3550297102443,2620.1894667198376,-200.1992950439453,116.36308288574219,18.04737091064453,25.263574600219727,0.3100544512271881,24.1772518157959,-22.223514556884766,11.183533668518066,-26.846263885498047,-7.637380599975586,-24.856096267700195,-12.01226806640625,-17.015975952148438,-8.113069534301758,-11.953767776489258,-12.62181282043457,-14.193202018737793,-8.207758903503418,-15.015006065368652,-10.306849479675293
blues,31848,1739.134032915427,4551.141569841212,-163.21676635742188,89.77884674072266,12.976251602172852,80.70230102539062,3.665379047393799,39.738739013671875,-5.406734943389893,26.49373435974121,-13.169927597045898,2.704878330230713,-20.550138473510742,6.014822959899902,-2.9036598205566406,-0.4283290505409241,-17.539125442504883,4.1640191078186035,-5.98719596862793,-7.864172458648682,-8.56990909576416,1.854271650314331
blues,94245,2235.589429058707,4389.434375453161,-86.23715209960938,91.96127319335938,-23.41744613647461,68.26248168945312,-3.8877365589141846,22.747169494628906,-9.899862289428711,16.890066146850586,-11.391861915588379,18.431488037109375,-7.0117034912109375,10.761970520019531,-11.946139335632324,0.9908666014671326,-5.927924156188965,5.319790840148926,-6.135271072387695,1.949597716331482,-5.093713760375977,-0.6716305613517761
blues,59632,1886.9548087305845,3828.2887611477668,-92.70346069335938,115.31910705566406,-35.0679817199707,57.87724685668945,1.8523945808410645,26.61256217956543,-14.536979675292969,22.130239486694336,-8.203339576721191,11.020899772644043,-5.64760684967041,7.2775115966796875,-10.205894470214844,1.3295713663101196,-4.1035075187683105,0.9756063222885132,-6.554968357086182,-0.6890783905982971,-2.1272218227386475,-1.5083673000335693
blues,97306,2553.361182654169,5148.3757001341355,-85.1087646484375,88.7997055053711,-16.31285858154297,59.22677230834961,-35.97644805908203,14.388839721679688,-22.2947998046875,9.654230117797852,-14.818460464477539,11.17513370513916,-14.799715995788574,8.472940444946289,-19.585275650024414,6.412784576416016,-13.775700569152832,6.11382532119751,-13.147977828979492,3.9314939975738525,-7.612430095672607,3.752392292022705
blues,88052,2171.445862789447,4237.319698466502,-76.69792175292969,105.73820495605469,-43.17215347290039,60.95427322387695,-8.757207870483398,21.224143981933594,-12.855764389038086,18.59625244140625,-11.39604663848877,14.538467407226562,-6.048134803771973,12.722725868225098,-9.365224838256836,1.3488975763320923,-3.611276388168335,6.991538047790527,-4.057430267333984,-0.2743370831012726,-3.698641777038574,-0.5005872845649719
blues,56863,1945.5331078931836,4174.593627646462,-82.99971771240234,107.08580780029297,-25.335439682006836,57.10451126098633,0.08550368994474411,34.68258285522461,-11.055122375488281,20.543169021606445,-11.194478988647461,14.819605827331543,-10.233335494995117,12.546019554138184,-9.75373363494873,2.564368724822998,-6.289511680603027,2.9953322410583496,-8.715191841125488,-0.3312060832977295,-2.9826323986053467,0.7028812170028687
blues,77661,2280.2764719785046,4733.132941650957,-144.8915252685547,95.7111587524414,-21.60584259033203,49.61888885498047,-29.86956787109375,29.345916748046875,-18.841981887817383,17.888395309448242,-9.663156509399414,5.508203506469727,-9.54762077331543,6.353426456451416,-21.0795955657959,2.4575612545013428,-9.535299301147461,-1.4167383909225464,-9.312760353088379,5.151315689086914,-8.104987144470215,-2.4379584789276123
blues,44526,1443.8101061604425,3070.713037902407,-225.23013305664062,117.62688446044922,-14.539373397827148,64.79603576660156,12.908660888671875,19.03742027282715,10.666170120239258,9.886661529541016,-2.3966429233551025,11.685090065002441,1.5415067672729492,3.0658137798309326,-7.627123832702637,-8.954819679260254,-4.3493428230285645,-0.06272077560424805,-2.5589146614074707,-3.4455018043518066,-3.8707220554351807,1.314719319343567
blues,50057,1811.7712543400935,3928.8186765878772,-145.28097534179688,102.806640625,-12.529431343078613,57.00588607788086,2.262869358062744,26.58543586730957,-4.288537502288818,17.328523635864258,-7.993435382843018,15.229498863220215,-6.934699535369873,7.458768367767334,-10.468451499938965,-2.3595659732818604,-6.785851955413818,2.6683175563812256,-4.770400047302246,-0.9520518779754639,0.02258489653468132,-2.0045619010925293
blues,102353,2840.060760885935,5711.836175409658,-129.12652587890625,72.0824966430664,-7.753566265106201,49.24270248413086,-32.71528625488281,21.59511375427246,-27.360631942749023,14.991586685180664,-10.249058723449707,12.41981029510498,-17.02576446533203,7.111831188201904,-18.006038665771484,2.9183568954467773,-14.474678993225098,4.065420627593994,-14.521493911743164,7.253452301025391,-8.207304954528809,-2.007047176361084
